样品唯,抽样编,抽样_1,指标,pH,电导率,全盐量,经度,纬度,CODE,longitude,latitude,G,R,REG,NIR,S1,S1REG,NDSI,NDSIREG,SI1,SI1REG,SI2,SI2REG,SI3,SI3REG,SIT,SITREG,Int1,Int1REG,Int2,Int2REG,NDVI,NDVIREG,SAVI,SAVIREG,BI,BIREG,IFe2O3,IFe2O3REG,DVI,DVIREG,sensor,band_mask,UAV_G,UAV_R,UAV_REG,UAV_NIR,UAV_S1,UAV_S1REG,UAV_NDSI,UAV_NDSIREG,UAV_SI1,UAV_SI1REG,UAV_SI2,UAV_SI2REG,UAV_SI3,UAV_SI3REG,UAV_SIT,UAV_SITREG,UAV_Int1,UAV_Int1REG,UAV_Int2,UAV_Int2REG,UAV_NDVI,UAV_NDVIREG,UAV_SAVI,UAV_SAVIREG,UAV_BI,UAV_BIREG,UAV_IFe2O3,UAV_IFe2O3REG,UAV_DVI,UAV_DVIREG
2024110207S,xm3,xm3,pH、电导率、有机质、全盐、全氮,8.99,5.1863,17.094,109.4093523,34.7985005,,109.4093523,34.7985005,1098.0,1252.0,1742.0,2298.0,2620.3060109289618,3645.8251366120217,-0.29464788732394365,-0.13762376237623763,1172.4743067547365,1383.009761353838,2837.94150750152,3085.6072335927656,1665.2651440536429,2059.1668217995357,-104600.0,-55600.0,1175.0,1420.0,2324.0,2569.0,0.29464788732394365,0.13762376237623763,0.4419095901985636,0.20641009776017819,2616.9272057128373,2883.637980052281,0.5448215839860748,0.7580504786771105,1046.0,556.0,0,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110154S,B35,B35,pH、电导率、有机质、全盐、全氮,8.8,0.3454,2.175,109.4024482,34.81401802,,109.4024482,34.81401802,0.07073750000000001,0.058609999999999995,0.0,0.42106000000000005,0.3488719081109736,0.0,-0.7556236579314947,-1.0,0.06438885676108871,0.0,0.43096455725065147,0.42696055731911586,0.0918636272212784,0.07073750000000001,-36.245000000000005,-42.106,0.06467375,0.035368750000000004,0.27520375,0.24589875000000003,0.7556236579314947,1.0,0.5549572815335777,0.6857207999478863,0.42511957811891,0.42106000000000005,0.13919631406450383,0.0,0.36245000000000005,0.42106000000000005,1,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110202S,D18,D18,pH、电导率、有机质、全盐、全氮,8.45,0.1331,0.875,109.3728015,34.80271509,,109.3728015,34.80271509,0.07038,0.054842500000000016,0.0,0.397905,0.31006116741261736,0.0,-0.7577347196837089,-1.0,0.0621274106172147,0.0,0.40778601402114073,0.4040813450593828,0.08922468383945106,0.07038,-34.30625,-39.7905,0.06261125000000001,0.03519,0.26156375,0.2341425,0.7577347196837089,1.0,0.5401155605236434,0.6647223258585263,0.4016666389323988,0.397905,0.1378281248036592,0.0,0.3430625,0.397905,1,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110136S,B17,B17,pH、电导率、有机质、全盐、全氮,8.48,0.3001,1.419,109.4074345,34.81376808,,109.4074345,34.81376808,0.05992999999999998,0.04246749999999999,0.0,0.43178500000000003,0.30597079071416655,0.0,-0.8209076388632638,-1.0,0.05044875890445669,0.0,0.43798787618066554,0.43592418047752296,0.07345129989489632,0.05992999999999998,-38.93175,-43.1785,0.05119874999999999,0.02996499999999999,0.26709125,0.2458575,0.8209076388632638,1.0,0.5994095473196118,0.695093288687841,0.4338683841688053,0.43178500000000003,0.09835334715193901,0.0,0.38931750000000004,0.43178500000000003,1,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110150S,B31,B31,pH、电导率、有机质、全盐、全氮,8.24,2.1142,7.731,109.4075418,34.80425655,,109.4075418,34.80425655,1442.0,1698.0,1903.0,2952.0,3476.072122052705,3895.739251040222,-0.2696774193548387,-0.2160659114315139,1564.7734660327035,1656.5403707727742,3698.2255204354424,3796.719241661148,2227.682203546996,2387.6291588100526,-125400.0,-104900.0,1570.0,1672.5,3046.0,3148.5,0.2696774193548387,0.2160659114315139,0.4044726373508225,0.32406549274019153,3405.5114153383774,3512.2233698897912,0.5752032520325203,0.6446476964769647,1254.0,1049.0,0,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
,FP26010,,pH、电导率、全盐,9.71,0.2056,7.137,109.386496678,34.801084645,fp26,109.38649667800007,34.80108464500006,960.0,942.0,1406.0,3068.0,3010.475,4493.341666666666,-0.5301745635910224,-0.3714796602592758,950.9574122956295,1161.7917197157155,3349.863877831456,3508.712014400726,1344.9773232289085,1702.4793684506135,-212600.0,-166200.0,951.0,1183.0,2485.0,2717.0,0.5301745635910224,0.3714796602592758,0.7951626979179653,0.5571572242708682,3209.3594376448395,3374.8274029941144,0.3070404172099087,0.45827900912646674,2126.0,1662.0,0,"1,1,0,1",861,801,1594,2854,2655.1149825783973,5283.711962833914,-0.5616963064295486,-0.28327338129496404,830.4583072015115,1171.5092829337718,3086.784411001196,3380.45455523366,1175.9770405922047,1811.672431760223,-205300.0,-126000.0,831.0,1227.5,2258.0,2654.5,0.5616963064295486,0.28327338129496404,0.8424292162494871,0.42486231313926043,2964.273435430679,3268.968032881325,0.28065872459705676,0.5585143658023827,2053.0,1260.0
2024110156S,B37,B37,pH、电导率、有机质、全盐、全氮,9.04,0.2068,1.569,109.4146067,34.81477225,,109.4146067,34.81477225,626.0,469.0,937.0,4034.0,3022.2779552715656,6038.111821086262,-0.7916944259382633,-0.6230134781734058,541.843150736447,765.8733576773643,4109.135310500252,4188.436581828594,782.2001022756261,1126.8739947305555,-356500.0,-309700.0,547.5,781.5,2564.5,2798.5,0.7916944259382633,0.6230134781734058,1.1874097923837015,0.9344262295081968,4061.1718752104052,4141.391674304666,0.11626177491323748,0.2322756569162122,3565.0,3097.0,0,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
,FP12010,,pH、电导率、全盐,9.55,0.188,6.306,109.386024958,34.802013751,fp12,109.38602495800006,34.80201375100006,0.09331499999999998,0.09163749999999998,0.0,0.3464525,0.34022441160317207,0.0,-0.5816498892921547,-1.0,0.09247244623399987,0.0,0.3703166960690538,0.35879942026325795,0.13078654606361464,0.09331499999999998,-25.4815,-34.64525,0.09247624999999998,0.04665749999999999,0.26570249999999995,0.21988375,0.5816498892921547,1.0,0.40744757965653616,0.6139490993292593,0.35836680393487896,0.3464525,0.26450234880683493,0.0,0.254815,0.3464525,1,"1,1,0,1",1953,2551,4536,6528,8526.844854070661,15161.806451612903,-0.4380438374270294,-0.18004338394793926,2232.0624991249683,2976.3749763764645,7275.7538441044035,8185.61476005315,3212.7573826854714,4938.573174511035,-397700.0,-199200.0,2252.0,3244.5,5516.0,6508.5,0.4380438374270294,0.18004338394793926,0.6570295721130018,0.27005287179718923,7008.736334033404,7949.218829545454,0.39077818627450983,0.6948529411764706,3977.0,1992.0
2024110135S,B16,B16,pH、电导率、有机质、全盐、全氮,8.48,0.7746,2.631,109.4037867,34.81172448,,109.4037867,34.81172448,680.0,447.0,873.0,3980.0,2616.264705882353,5109.617647058823,-0.7980573751976507,-0.6402225427570575,551.3256750778073,770.4803696396165,4062.340335323962,4130.9719195366115,813.7622502918159,1106.584384491305,-353300.0,-310700.0,563.5,776.5,2553.5,2766.5,0.7980573751976507,0.6402225427570575,1.1969508752117448,0.9602348820438859,4005.0229712200153,4074.6201049913843,0.11231155778894472,0.2193467336683417,3533.0,3107.0,0,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110168S,芒硝C10,MX10,pH、电导率、有机质、全盐、全氮,9.49,0.5946,5.481,109.3964678,34.79724566,,109.3964678,34.79724566,0.09611999999999998,0.09499249999999998,0.0,0.32459,0.320782517426134,0.0,-0.5472046617768854,-1.0,0.09555458701705533,0.0,0.35159820471135794,0.3385228537336881,0.13513929649162004,0.09611999999999998,-22.95975,-32.458999999999996,0.09555624999999998,0.04805999999999999,0.25785125,0.210355,0.5472046617768854,1.0,0.3745137059480797,0.5904570756375896,0.33820443988252136,0.32459,0.2926538094211158,0.0,0.2295975,0.32459,1,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110172S,芒硝C14,MX14,pH、电导率、有机质、全盐、全氮,9.48,18.5063,71.475,109.3969126,34.79903549,,109.3969126,34.79903549,0.1888225,0.21522249999999998,0.0,0.35794750000000003,0.40799351676177364,0.0,-0.24900989235305418,-1.0,0.20159079965675517,0.0,0.45836783675204573,0.4046978493425682,0.2863121740556975,0.1888225,-14.272500000000004,-35.79475,0.2020225,0.09441125,0.38099625000000004,0.273385,0.24900989235305418,1.0,0.19949076101642804,0.6258206358780695,0.4176686931797738,0.35794750000000003,0.6012683424245174,0.0,0.14272500000000005,0.35794750000000003,1,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
,FP11010,,pH、电导率、全盐,8.63,0.2671,1.444,109.386149792,34.802007716,fp11,109.38614979200008,34.80200771600005,1078.0,1172.0,1581.0,2964.0,3222.456400742115,4347.016697588127,-0.4332688588007737,-0.30429042904290426,1124.0177934534665,1305.4953083025614,3364.664024832197,3528.0222504967282,1592.3780958051389,1913.5425263108211,-179200.0,-138300.0,1125.0,1329.5,2607.0,2811.5,0.4332688588007737,0.30429042904290426,0.6498247310528225,0.45638543614563853,3187.299797634355,3359.294122282239,0.39541160593792174,0.5334008097165992,1792.0,1383.0,0,"1,1,0,1",778,505,2232,5441,3531.754498714653,15609.655526992288,-0.8301379078372014,-0.41821973152613057,626.8093809125705,1317.7617387069636,5519.4918244345645,5932.249910447132,927.5284362217689,2363.7064115494545,-493600.0,-320900.0,641.5,1505.0,3362.0,4225.5,0.8301379078372014,0.41821973152613057,1.2451021609350037,0.6272887209226559,5464.385235321536,5881.0122428031045,0.09281382098878882,0.4102187097959934,4936.0,3209.0
2024110198S,D14,D14,pH、电导率、有机质、全盐、全氮,8.58,0.5338,1.606,109.3849998,34.79874095,,109.3849998,34.79874095,1128.0,1152.0,1589.0,2776.0,2835.063829787234,3910.517730496454,-0.4134419551934827,-0.2719358533791523,1139.93684035564,1338.8024499529422,3210.243604463686,3391.678198178595,1612.2927773825695,1948.6674934426344,-162400.0,-118700.0,1140.0,1358.5,2528.0,2746.5,0.4134419551934827,0.2719358533791523,0.6200840015273005,0.4078570610468446,3005.541548539963,3198.6086037525756,0.414985590778098,0.5724063400576369,1624.0,1187.0,0,"1,1,0,1",65535,65535,65535,65535,65535.0,65535.0,0.0,0.0,65535.0,65535.0,113509.94967402637,113509.94967402637,92680.48581012078,92680.48581012078,0.0,0.0,65535.0,65535.0,98302.5,98302.5,0.0,0.0,0.0,0.0,92680.48581012078,92680.48581012078,1.0,1.0,0.0,0.0
2024110122S,B3,B3,pH、电导率、有机质、全盐、全氮,8.42,0.1993,1.15,109.423871,34.81042078,,109.423871,34.81042078,0.06438500000000003,0.05310999999999999,0.0,0.405495,0.33448535295488063,0.0,-0.7683845575168173,-1.0,0.05847638283957038,0.0,0.41399552576084686,0.41057474745775585,0.08346316747524025,0.06438500000000003,-35.2385,-40.5495,0.05874750000000001,0.03219250000000001,0.26149500000000003,0.23494,0.7683845575168173,1.0,0.5514028197224092,0.6717237533062027,0.4089582706401718,0.405495,0.1309757210323185,0.0,0.352385,0.405495,1,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110137S,B18,B18,pH、电导率、有机质、全盐、全氮,8.99,0.2996,2.356,109.4375181,34.8175028,,109.4375181,34.8175028,594.0,402.0,713.0,4184.0,2831.59595959596,5022.208754208754,-0.8246838203227214,-0.7088013069226057,488.6593905779362,650.7856790065374,4245.0319197857625,4285.6809260606415,717.2447281088931,928.0113145861962,-378200.0,-347100.0,498.0,653.5,2590.0,2745.5,0.8246838203227214,0.7088013069226057,1.2368908753951815,1.063093415007657,4203.267776385416,4244.316788365355,0.09608030592734225,0.1704110898661568,3782.0,3471.0,0,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
,FP20010,,pH、电导率、全盐,8.4,0.6065,2.681,109.3863356,34.799319071,fp20,109.38633560000005,34.79931907100007,1054.0,1015.0,1562.0,3021.0,2909.217267552182,4477.04174573055,-0.49702675916749256,-0.31835042548548986,1034.3161992350308,1283.1009313378274,3356.7219128191123,3560.5057225062847,1463.2638176350838,1884.346040407653,-200600.0,-145900.0,1034.5,1308.0,2545.0,2818.5,0.49702675916749256,0.31835042548548986,0.7454477889260498,0.4774735464164939,3186.9524627769397,3400.9241391127794,0.33598146309169147,0.5170473353194307,2006.0,1459.0,0,"1,1,0,1",3900,2592,12293,19319,12839.704615384615,60894.47871794872,-0.763406508146593,-0.22225737061875236,3179.433911878025,6924.066724115243,19878.436180947432,23228.25025696081,4682.783787449513,12896.81545963964,-1672700.0,-702600.0,3246.0,8096.5,12905.5,17756.0,0.763406508146593,0.22225737061875236,1.1450836318828013,0.3333807829181495,19492.106735804624,22898.506719871493,0.13416843521921423,0.6363165795331022,16727.0,7026.0
2024110186S,D2,D2,pH、电导率、有机质、全盐、全氮,8.54,0.6467,2.562,109.4335426,34.80435553,,109.4335426,34.80435553,0.116085,0.14069749999999998,0.0,0.273715,0.33174842755308603,0.0,-0.32097849365065007,-1.0,0.12780011458328194,0.0,0.3289246341584193,0.2973140232985992,0.1824048073139795,0.116085,-13.301750000000002,-27.371499999999997,0.12839124999999998,0.0580425,0.26524875,0.1949,0.32097849365065007,1.0,0.21820157751561797,0.5306508210387546,0.3077591391514637,0.273715,0.5140291909467877,0.0,0.1330175,0.273715,1,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110158S,B39,B39,pH、电导率、有机质、全盐、全氮,8.84,0.455,2.125,109.4041085,34.80428959,,109.4041085,34.80428959,0.10060249999999998,0.09848499999999999,0.0,0.25188,0.24657838324097314,0.0,-0.4378148502276198,-1.0,0.09953811939402912,0.0,0.2885544881495521,0.2712275749370812,0.14078408372841725,0.10060249999999998,-15.339500000000001,-25.188,0.09954374999999999,0.05030124999999999,0.22548374999999998,0.17624125,0.4378148502276198,1.0,0.2705808682154134,0.5025003989998403,0.27044931063879607,0.25188,0.3909996823884389,0.0,0.153395,0.25188,1,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110162S,芒硝C4,MX4,pH、电导率、有机质、全盐、全氮,9.67,0.9269,3.719,109.3939286,34.7962024,,109.3939286,34.7962024,1792.0,1794.0,2042.0,2956.0,2959.2991071428573,3368.3883928571427,-0.24463157894736842,-0.18287314925970388,1792.9997211377363,1912.920280618092,3894.5649307721137,4014.8429608142833,2535.6853117056935,2716.804740867477,-116200.0,-91400.0,1793.0,1917.0,3271.0,3395.0,0.24463157894736842,0.18287314925970388,0.36690874644774235,0.2742822846854056,3457.798721730344,3592.7287679422725,0.6069012178619756,0.6907983761840325,1162.0,914.0,0,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
,FP18010,,pH、电导率、全盐,9.19,0.1926,3.725,109.386246603,34.799867126,fp18,109.38624660300007,34.79986712600004,0.09449750000000001,0.0953775,0.0,0.341365,0.3445439327759993,0.0,-0.5632323394219706,-1.0,0.0949364803763548,0.0,0.3668197217128599,0.3542031066086942,0.1342633420278968,0.09449750000000001,-24.598749999999995,-34.1365,0.09493750000000001,0.047248750000000006,0.26561999999999997,0.21793125,0.5632323394219706,1.0,0.39389826980199993,0.6085913961241555,0.35443889562412584,0.341365,0.2794003486004717,0.0,0.24598749999999997,0.341365,1,"1,1,0,1",1352,1128,3295,6086,5077.668639053254,14832.374260355029,-0.6872747435542002,-0.29751625626265854,1234.9315770519433,2110.64918923065,6335.588686144327,7051.547702455115,1760.7634707705631,3561.590796259447,-495800.0,-279100.0,1240.0,2323.5,4283.0,5366.5,0.6872747435542002,0.29751625626265854,1.0308406680989675,0.44625059958428825,6189.651040244515,6920.724022817266,0.18534341110745975,0.5414065067367729,4958.0,2791.0
2024110187S,D3,D3,pH、电导率、有机质、全盐、全氮,8.77,0.1894,1.412,109.4397467,34.81223211,,109.4397467,34.81223211,0.06575999999999999,0.04749999999999999,0.0,0.403735,0.2916273190389294,0.0,-0.7894666858732147,-1.0,0.055889176054044656,0.0,0.41180405270589554,0.40905540923571715,0.0811210675472161,0.06575999999999999,-35.6235,-40.3735,0.056629999999999986,0.03287999999999999,0.2584975,0.2347475,0.7894666858732147,1.0,0.561746045929765,0.6701107072316553,0.4065196184995258,0.403735,0.11765142977448075,0.0,0.356235,0.403735,1,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
